colextarget	copair	meaning	signal	sender	row	isburnin	condition	dyad	meaningpair	row2
yes	drizzle	rain	pilu	1005_1	69	FALSE	repli_target	1005	drizzle-rain	0.0149253731343284
no	fashion	task	qusu	1005_2	74	FALSE	repli_target	1005	fashion-task	0.0895522388059701
no	fashion	task	qusu	1005_1	75	FALSE	repli_target	1005	fashion-task	0.104477611940299
yes	style	fashion	luqi	1005_1	77	FALSE	repli_target	1005	fashion-style	0.134328358208955
no	job	style	luqi	1005_2	78	FALSE	repli_target	1005	job-style	0.149253731343284
yes	rain	drizzle	pilu	1005_1	79	FALSE	repli_target	1005	drizzle-rain	0.164179104477612
no	task	style	qusu	1005_2	80	FALSE	repli_target	1005	style-task	0.17910447761194
yes	drizzle	rain	pilu	1005_1	81	FALSE	repli_target	1005	drizzle-rain	0.194029850746269
no	journal	rain	pilu	1005_2	84	FALSE	repli_target	1005	journal-rain	0.238805970149254
no	journal	task	luqi	1005_2	88	FALSE	repli_target	1005	journal-task	0.298507462686567
no	journal	task	luqi	1005_1	89	FALSE	repli_target	1005	journal-task	0.313432835820896
no	fury	job	hahi	1005_2	90	FALSE	repli_target	1005	fury-job	0.328358208955224
yes	job	task	hahi	1005_2	94	FALSE	repli_target	1005	job-task	0.388059701492537
no	task	fashion	qusu	1005_1	97	FALSE	repli_target	1005	fashion-task	0.432835820895522
yes	rain	drizzle	pilu	1005_2	102	FALSE	repli_target	1005	drizzle-rain	0.507462686567164
yes	rain	drizzle	pilu	1005_1	103	FALSE	repli_target	1005	drizzle-rain	0.522388059701492
no	task	style	hahi	1005_2	104	FALSE	repli_target	1005	style-task	0.537313432835821
yes	style	fashion	hahi	1005_2	106	FALSE	repli_target	1005	fashion-style	0.567164179104478
yes	drizzle	rain	pilu	1005_1	107	FALSE	repli_target	1005	drizzle-rain	0.582089552238806
yes	fashion	style	hahi	1005_2	110	FALSE	repli_target	1005	fashion-style	0.626865671641791
no	journal	job	luqi	1005_2	112	FALSE	repli_target	1005	job-journal	0.656716417910448
yes	rain	drizzle	pilu	1005_1	113	FALSE	repli_target	1005	drizzle-rain	0.671641791044776
no	style	task	hahi	1005_2	114	FALSE	repli_target	1005	style-task	0.686567164179104
no	journal	fashion	luqi	1005_1	115	FALSE	repli_target	1005	fashion-journal	0.701492537313433
no	task	fashion	hahi	1005_2	118	FALSE	repli_target	1005	fashion-task	0.746268656716418
yes	drizzle	rain	pilu	1005_1	121	FALSE	repli_target	1005	drizzle-rain	0.791044776119403
yes	job	task	hahi	1005_1	123	FALSE	repli_target	1005	job-task	0.82089552238806
yes	drizzle	rain	pilu	1005_2	128	FALSE	repli_target	1005	drizzle-rain	0.895522388059702
yes	fashion	style	luqi	1005_1	129	FALSE	repli_target	1005	fashion-style	0.91044776119403
no	fashion	task	qusu	1005_1	131	FALSE	repli_target	1005	fashion-task	0.940298507462687
no	highway	fashion	lawi	1006_2	50	FALSE	repli_baseline	1006	fashion-highway	-0.26865671641791
no	diamond	drizzle	wuno	1006_2	52	FALSE	repli_baseline	1006	diamond-drizzle	-0.238805970149254
no	highway	job	maho	1006_1	53	FALSE	repli_baseline	1006	highway-job	-0.223880597014925
no	task	rain	monu	1006_2	56	FALSE	repli_baseline	1006	rain-task	-0.17910447761194
no	priest	task	nuwu	1006_2	64	FALSE	repli_baseline	1006	priest-task	-0.0597014925373134
no	priest	rain	lule	1006_2	68	FALSE	repli_baseline	1006	priest-rain	0
no	highway	job	monu	1006_1	69	FALSE	repli_baseline	1006	highway-job	0.0149253731343284
no	priest	style	lawi	1006_1	71	FALSE	repli_baseline	1006	priest-style	0.0447761194029851
yes	job	task	monu	1006_1	73	FALSE	repli_baseline	1006	job-task	0.0746268656716418
no	priest	task	maho	1006_2	80	FALSE	repli_baseline	1006	priest-task	0.17910447761194
no	priest	style	lawi	1006_2	84	FALSE	repli_baseline	1006	priest-style	0.238805970149254
no	highway	task	monu	1006_1	85	FALSE	repli_baseline	1006	highway-task	0.253731343283582
yes	rain	drizzle	wuno	1006_1	87	FALSE	repli_baseline	1006	drizzle-rain	0.283582089552239
yes	style	fashion	lawi	1006_2	88	FALSE	repli_baseline	1006	fashion-style	0.298507462686567
yes	task	job	monu	1006_1	89	FALSE	repli_baseline	1006	job-task	0.313432835820896
no	diamond	rain	wuno	1006_2	92	FALSE	repli_baseline	1006	diamond-rain	0.358208955223881
yes	drizzle	rain	wuno	1006_1	93	FALSE	repli_baseline	1006	drizzle-rain	0.373134328358209
yes	rain	drizzle	wuno	1006_1	97	FALSE	repli_baseline	1006	drizzle-rain	0.432835820895522
no	highway	task	monu	1006_2	98	FALSE	repli_baseline	1006	highway-task	0.447761194029851
yes	job	task	monu	1006_1	99	FALSE	repli_baseline	1006	job-task	0.462686567164179
yes	fashion	style	lawi	1006_2	102	FALSE	repli_baseline	1006	fashion-style	0.507462686567164
yes	style	fashion	lawi	1006_1	103	FALSE	repli_baseline	1006	fashion-style	0.522388059701492
yes	fashion	style	lawi	1006_1	111	FALSE	repli_baseline	1006	fashion-style	0.641791044776119
yes	style	fashion	lawi	1006_1	115	FALSE	repli_baseline	1006	fashion-style	0.701492537313433
yes	drizzle	rain	wuno	1006_1	119	FALSE	repli_baseline	1006	drizzle-rain	0.761194029850746
yes	rain	drizzle	wuno	1006_1	121	FALSE	repli_baseline	1006	drizzle-rain	0.791044776119403
yes	task	job	monu	1006_1	123	FALSE	repli_baseline	1006	job-task	0.82089552238806
yes	style	fashion	lawi	1006_2	126	FALSE	repli_baseline	1006	fashion-style	0.865671641791045
yes	fashion	style	lawi	1006_1	127	FALSE	repli_baseline	1006	fashion-style	0.880597014925373
yes	task	job	monu	1006_2	128	FALSE	repli_baseline	1006	job-task	0.895522388059702
yes	job	task	monu	1006_1	131	FALSE	repli_baseline	1006	job-task	0.940298507462687
yes	drizzle	rain	wuno	1006_1	135	FALSE	repli_baseline	1006	drizzle-rain	1
yes	belly	abdomen	wofo	1007_1	47	FALSE	repli_target	1007	abdomen-belly	-0.313432835820896
yes	journey	trip	nawo	1007_2	48	FALSE	repli_target	1007	journey-trip	-0.298507462686567
yes	area	zone	liro	1007_1	53	FALSE	repli_target	1007	area-zone	-0.223880597014925
yes	abdomen	belly	wofo	1007_1	57	FALSE	repli_target	1007	abdomen-belly	-0.164179104477612
no	area	journey	laqe	1007_1	63	FALSE	repli_target	1007	area-journey	-0.0746268656716418
no	zone	journey	laqe	1007_2	72	FALSE	repli_target	1007	journey-zone	0.0597014925373134
no	journey	zone	laqe	1007_2	78	FALSE	repli_target	1007	journey-zone	0.149253731343284
yes	trip	journey	nawo	1007_1	79	FALSE	repli_target	1007	journey-trip	0.164179104477612
no	zone	journey	laqe	1007_2	84	FALSE	repli_target	1007	journey-zone	0.238805970149254
yes	belly	abdomen	wofo	1007_2	88	FALSE	repli_target	1007	abdomen-belly	0.298507462686567
yes	abdomen	belly	wofo	1007_2	90	FALSE	repli_target	1007	abdomen-belly	0.328358208955224
yes	area	zone	liro	1007_2	94	FALSE	repli_target	1007	area-zone	0.388059701492537
yes	zone	area	liro	1007_2	96	FALSE	repli_target	1007	area-zone	0.417910447761194
yes	area	zone	liro	1007_2	102	FALSE	repli_target	1007	area-zone	0.507462686567164
yes	zone	area	liro	1007_2	108	FALSE	repli_target	1007	area-zone	0.597014925373134
yes	journey	trip	nawo	1007_1	109	FALSE	repli_target	1007	journey-trip	0.611940298507463
yes	zone	area	liro	1007_1	111	FALSE	repli_target	1007	area-zone	0.641791044776119
yes	area	zone	liro	1007_2	112	FALSE	repli_target	1007	area-zone	0.656716417910448
yes	belly	abdomen	wofo	1007_2	114	FALSE	repli_target	1007	abdomen-belly	0.686567164179104
yes	belly	abdomen	wofo	1007_1	121	FALSE	repli_target	1007	abdomen-belly	0.791044776119403
yes	area	zone	liro	1007_1	125	FALSE	repli_target	1007	area-zone	0.850746268656716
yes	abdomen	belly	wofo	1007_2	126	FALSE	repli_target	1007	abdomen-belly	0.865671641791045
yes	abdomen	belly	wofo	1007_1	127	FALSE	repli_target	1007	abdomen-belly	0.880597014925373
yes	belly	abdomen	wofo	1007_2	128	FALSE	repli_target	1007	abdomen-belly	0.895522388059702
yes	belly	abdomen	wofo	1007_1	129	FALSE	repli_target	1007	abdomen-belly	0.91044776119403
no	anchor	area	liti	1013_1	51	FALSE	repli_target	1013	anchor-area	-0.253731343283582
no	pilot	zone	weme	1013_2	52	FALSE	repli_target	1013	pilot-zone	-0.238805970149254
yes	trip	journey	luwo	1013_1	57	FALSE	repli_target	1013	journey-trip	-0.164179104477612
no	anchor	racket	weme	1013_2	58	FALSE	repli_target	1013	anchor-racket	-0.149253731343284
no	pilot	noise	foso	1013_1	61	FALSE	repli_target	1013	noise-pilot	-0.104477611940299
no	tax	zone	weme	1013_2	66	FALSE	repli_target	1013	tax-zone	-0.0298507462686567
no	zone	trip	weme	1013_2	68	FALSE	repli_target	1013	trip-zone	0
no	zone	journey	luwo	1013_2	74	FALSE	repli_target	1013	journey-zone	0.0895522388059701
yes	journey	trip	luwo	1013_1	79	FALSE	repli_target	1013	journey-trip	0.164179104477612
yes	trip	journey	luwo	1013_1	81	FALSE	repli_target	1013	journey-trip	0.194029850746269
no	journey	zone	luwo	1013_2	82	FALSE	repli_target	1013	journey-zone	0.208955223880597
no	journey	zone	luwo	1013_1	83	FALSE	repli_target	1013	journey-zone	0.223880597014925
no	knee	racket	qala	1013_1	85	FALSE	repli_target	1013	knee-racket	0.253731343283582
no	zone	trip	luwo	1013_2	88	FALSE	repli_target	1013	trip-zone	0.298507462686567
yes	racket	noise	qala	1013_1	91	FALSE	repli_target	1013	noise-racket	0.343283582089552
no	zone	trip	luwo	1013_1	97	FALSE	repli_target	1013	trip-zone	0.432835820895522
no	anchor	area	liti	1013_2	104	FALSE	repli_target	1013	anchor-area	0.537313432835821
no	knee	noise	qala	1013_2	108	FALSE	repli_target	1013	knee-noise	0.597014925373134
yes	trip	journey	luwo	1013_1	109	FALSE	repli_target	1013	journey-trip	0.611940298507463
no	journey	zone	luwo	1013_1	115	FALSE	repli_target	1013	journey-zone	0.701492537313433
no	pilot	racket	hulu	1013_2	116	FALSE	repli_target	1013	pilot-racket	0.716417910447761
no	anchor	area	liti	1013_2	118	FALSE	repli_target	1013	anchor-area	0.746268656716418
yes	noise	racket	qala	1013_1	119	FALSE	repli_target	1013	noise-racket	0.761194029850746
no	trip	zone	luwo	1013_2	120	FALSE	repli_target	1013	trip-zone	0.776119402985075
no	zone	trip	luwo	1013_1	121	FALSE	repli_target	1013	trip-zone	0.791044776119403
no	zone	trip	luwo	1013_2	122	FALSE	repli_target	1013	trip-zone	0.805970149253731
yes	trip	journey	luwo	1013_1	123	FALSE	repli_target	1013	journey-trip	0.82089552238806
no	knee	zone	weme	1013_2	124	FALSE	repli_target	1013	knee-zone	0.835820895522388
no	knee	zone	weme	1013_1	125	FALSE	repli_target	1013	knee-zone	0.850746268656716
no	trip	zone	luwo	1013_2	128	FALSE	repli_target	1013	trip-zone	0.895522388059702
yes	racket	noise	qala	1013_1	129	FALSE	repli_target	1013	noise-racket	0.91044776119403
no	zone	journey	luwo	1013_2	130	FALSE	repli_target	1013	journey-zone	0.925373134328358
no	pilot	area	foso	1013_1	131	FALSE	repli_target	1013	area-pilot	0.940298507462687
yes	journey	trip	luwo	1013_1	133	FALSE	repli_target	1013	journey-trip	0.970149253731343
no	chapter	job	hofi	1015_2	46	FALSE	repli_target	1015	chapter-job	-0.328358208955224
yes	job	task	nopu	1015_1	51	FALSE	repli_target	1015	job-task	-0.253731343283582
no	shore	job	lami	1015_2	52	FALSE	repli_target	1015	job-shore	-0.238805970149254
no	couple	task	runi	1015_1	55	FALSE	repli_target	1015	couple-task	-0.194029850746269
yes	coast	shore	naqa	1015_1	57	FALSE	repli_target	1015	coast-shore	-0.164179104477612
no	era	couple	runi	1015_2	58	FALSE	repli_target	1015	couple-era	-0.149253731343284
no	wheat	couple	mumo	1015_2	60	FALSE	repli_target	1015	couple-wheat	-0.119402985074627
yes	shore	coast	naqa	1015_1	63	FALSE	repli_target	1015	coast-shore	-0.0746268656716418
yes	coast	shore	naqa	1015_2	66	FALSE	repli_target	1015	coast-shore	-0.0298507462686567
no	pair	job	lami	1015_1	71	FALSE	repli_target	1015	job-pair	0.0447761194029851
yes	shore	coast	naqa	1015_2	76	FALSE	repli_target	1015	coast-shore	0.119402985074627
yes	coast	shore	naqa	1015_1	79	FALSE	repli_target	1015	coast-shore	0.164179104477612
yes	coast	shore	naqa	1015_2	80	FALSE	repli_target	1015	coast-shore	0.17910447761194
no	wheat	couple	hofi	1015_1	83	FALSE	repli_target	1015	couple-wheat	0.223880597014925
no	couple	task	hofi	1015_1	85	FALSE	repli_target	1015	couple-task	0.253731343283582
no	fury	job	nopu	1015_2	88	FALSE	repli_target	1015	fury-job	0.298507462686567
no	fury	pair	mumo	1015_1	89	FALSE	repli_target	1015	fury-pair	0.313432835820896
yes	task	job	nopu	1015_1	93	FALSE	repli_target	1015	job-task	0.373134328358209
no	task	pair	hofi	1015_1	95	FALSE	repli_target	1015	pair-task	0.402985074626866
no	chapter	couple	mumo	1015_2	98	FALSE	repli_target	1015	chapter-couple	0.447761194029851
yes	pair	couple	hofi	1015_1	105	FALSE	repli_target	1015	couple-pair	0.552238805970149
no	wheat	task	hofi	1015_2	106	FALSE	repli_target	1015	task-wheat	0.567164179104478
no	chapter	pair	lami	1015_1	107	FALSE	repli_target	1015	chapter-pair	0.582089552238806
no	fury	shore	naqa	1015_2	108	FALSE	repli_target	1015	fury-shore	0.597014925373134
yes	job	task	lami	1015_2	116	FALSE	repli_target	1015	job-task	0.716417910447761
yes	pair	couple	mumo	1015_1	117	FALSE	repli_target	1015	couple-pair	0.73134328358209
yes	couple	pair	mumo	1015_2	118	FALSE	repli_target	1015	couple-pair	0.746268656716418
yes	couple	pair	mumo	1015_1	119	FALSE	repli_target	1015	couple-pair	0.761194029850746
yes	shore	coast	naqa	1015_1	121	FALSE	repli_target	1015	coast-shore	0.791044776119403
yes	shore	coast	naqa	1015_2	126	FALSE	repli_target	1015	coast-shore	0.865671641791045
no	fury	job	nopu	1015_2	132	FALSE	repli_target	1015	fury-job	0.955223880597015
no	wheat	task	mita	1015_2	134	FALSE	repli_target	1015	task-wheat	0.985074626865672
yes	fashion	style	qutu	1016_1	49	FALSE	repli_baseline	1016	fashion-style	-0.283582089552239
no	inn	job	wemo	1016_2	50	FALSE	repli_baseline	1016	inn-job	-0.26865671641791
yes	style	fashion	qutu	1016_1	51	FALSE	repli_baseline	1016	fashion-style	-0.253731343283582
no	job	rain	wemo	1016_2	52	FALSE	repli_baseline	1016	job-rain	-0.238805970149254
yes	rain	drizzle	wali	1016_1	53	FALSE	repli_baseline	1016	drizzle-rain	-0.223880597014925
no	job	drizzle	nowo	1016_2	62	FALSE	repli_baseline	1016	drizzle-job	-0.0895522388059701
no	rain	style	wemo	1016_2	64	FALSE	repli_baseline	1016	rain-style	-0.0597014925373134
yes	fashion	style	qutu	1016_1	73	FALSE	repli_baseline	1016	fashion-style	0.0746268656716418
no	theft	drizzle	wemo	1016_2	76	FALSE	repli_baseline	1016	drizzle-theft	0.119402985074627
no	inn	style	nowo	1016_2	78	FALSE	repli_baseline	1016	inn-style	0.149253731343284
no	drizzle	job	wemo	1016_2	80	FALSE	repli_baseline	1016	drizzle-job	0.17910447761194
yes	task	job	wemo	1016_1	81	FALSE	repli_baseline	1016	job-task	0.194029850746269
yes	drizzle	rain	hopa	1016_2	84	FALSE	repli_baseline	1016	drizzle-rain	0.238805970149254
yes	job	task	wemo	1016_1	87	FALSE	repli_baseline	1016	job-task	0.283582089552239
yes	job	task	wemo	1016_2	90	FALSE	repli_baseline	1016	job-task	0.328358208955224
no	theft	style	wali	1016_2	92	FALSE	repli_baseline	1016	style-theft	0.358208955223881
no	exit	drizzle	nafu	1016_1	93	FALSE	repli_baseline	1016	drizzle-exit	0.373134328358209
no	rabbi	drizzle	nafu	1016_2	94	FALSE	repli_baseline	1016	drizzle-rabbi	0.388059701492537
yes	style	fashion	qutu	1016_1	95	FALSE	repli_baseline	1016	fashion-style	0.402985074626866
yes	style	fashion	qutu	1016_2	96	FALSE	repli_baseline	1016	fashion-style	0.417910447761194
no	drizzle	task	nafu	1016_2	98	FALSE	repli_baseline	1016	drizzle-task	0.447761194029851
yes	task	job	wemo	1016_1	101	FALSE	repli_baseline	1016	job-task	0.492537313432836
no	inn	rain	nowo	1016_2	102	FALSE	repli_baseline	1016	inn-rain	0.507462686567164
yes	task	job	wemo	1016_2	104	FALSE	repli_baseline	1016	job-task	0.537313432835821
no	rabbi	style	hopa	1016_1	107	FALSE	repli_baseline	1016	rabbi-style	0.582089552238806
yes	drizzle	rain	wali	1016_1	109	FALSE	repli_baseline	1016	drizzle-rain	0.611940298507463
yes	fashion	style	qutu	1016_1	113	FALSE	repli_baseline	1016	fashion-style	0.671641791044776
no	style	rain	wali	1016_2	114	FALSE	repli_baseline	1016	rain-style	0.686567164179104
yes	job	task	wemo	1016_1	115	FALSE	repli_baseline	1016	job-task	0.701492537313433
no	rain	style	wali	1016_2	118	FALSE	repli_baseline	1016	rain-style	0.746268656716418
yes	style	fashion	qutu	1016_1	119	FALSE	repli_baseline	1016	fashion-style	0.761194029850746
yes	job	task	wemo	1016_2	122	FALSE	repli_baseline	1016	job-task	0.805970149253731
no	theft	drizzle	nafu	1016_2	132	FALSE	repli_baseline	1016	drizzle-theft	0.955223880597015
yes	task	job	wemo	1016_1	133	FALSE	repli_baseline	1016	job-task	0.970149253731343
no	chapter	shore	lusi	1018_2	48	FALSE	repli_baseline	1018	chapter-shore	-0.298507462686567
no	death	task	hefi	1018_1	55	FALSE	repli_baseline	1018	death-task	-0.194029850746269
yes	shore	coast	lusi	1018_2	56	FALSE	repli_baseline	1018	coast-shore	-0.17910447761194
yes	task	job	muho	1018_1	57	FALSE	repli_baseline	1018	job-task	-0.164179104477612
no	chapter	coast	lusi	1018_2	64	FALSE	repli_baseline	1018	chapter-coast	-0.0597014925373134
yes	style	fashion	pamu	1018_2	66	FALSE	repli_baseline	1018	fashion-style	-0.0298507462686567
no	death	style	hefi	1018_2	68	FALSE	repli_baseline	1018	death-style	0
no	task	style	hefi	1018_1	71	FALSE	repli_baseline	1018	style-task	0.0447761194029851
yes	coast	shore	lusi	1018_2	74	FALSE	repli_baseline	1018	coast-shore	0.0895522388059701
no	death	style	hefi	1018_1	75	FALSE	repli_baseline	1018	death-style	0.104477611940299
yes	shore	coast	lusi	1018_2	78	FALSE	repli_baseline	1018	coast-shore	0.149253731343284
yes	job	task	muho	1018_1	79	FALSE	repli_baseline	1018	job-task	0.164179104477612
no	chapter	coast	lusi	1018_1	81	FALSE	repli_baseline	1018	chapter-coast	0.194029850746269
no	style	task	hefi	1018_2	82	FALSE	repli_baseline	1018	style-task	0.208955223880597
yes	coast	shore	lusi	1018_1	85	FALSE	repli_baseline	1018	coast-shore	0.253731343283582
no	task	style	hefi	1018_2	88	FALSE	repli_baseline	1018	style-task	0.298507462686567
no	chapter	shore	lusi	1018_2	90	FALSE	repli_baseline	1018	chapter-shore	0.328358208955224
no	chapter	coast	lusi	1018_1	95	FALSE	repli_baseline	1018	chapter-coast	0.402985074626866
no	death	style	hefi	1018_1	97	FALSE	repli_baseline	1018	death-style	0.432835820895522
yes	task	job	muho	1018_1	101	FALSE	repli_baseline	1018	job-task	0.492537313432836
yes	coast	shore	lusi	1018_1	103	FALSE	repli_baseline	1018	coast-shore	0.522388059701492
yes	job	task	muho	1018_2	110	FALSE	repli_baseline	1018	job-task	0.626865671641791
yes	job	task	muho	1018_1	113	FALSE	repli_baseline	1018	job-task	0.671641791044776
yes	task	job	muho	1018_1	117	FALSE	repli_baseline	1018	job-task	0.73134328358209
no	death	style	hefi	1018_2	120	FALSE	repli_baseline	1018	death-style	0.776119402985075
no	death	fashion	hefi	1018_1	127	FALSE	repli_baseline	1018	death-fashion	0.880597014925373
no	chapter	coast	lusi	1018_2	134	FALSE	repli_baseline	1018	chapter-coast	0.985074626865672
yes	job	task	muho	1018_1	135	FALSE	repli_baseline	1018	job-task	1
no	chair	bag	rumi	1019_1	53	FALSE	repli_target	1019	bag-chair	-0.223880597014925
no	purse	author	neli	1019_2	54	FALSE	repli_target	1019	author-purse	-0.208955223880597
no	chair	bag	rumi	1019_1	59	FALSE	repli_target	1019	bag-chair	-0.134328358208955
no	author	purse	neli	1019_2	64	FALSE	repli_target	1019	author-purse	-0.0597014925373134
no	purse	author	neli	1019_2	76	FALSE	repli_target	1019	author-purse	0.119402985074627
no	author	purse	neli	1019_2	82	FALSE	repli_target	1019	author-purse	0.208955223880597
no	couple	bag	rumi	1019_2	84	FALSE	repli_target	1019	bag-couple	0.238805970149254
no	couple	purse	rumi	1019_1	85	FALSE	repli_target	1019	couple-purse	0.253731343283582
no	chair	zone	luno	1019_1	87	FALSE	repli_target	1019	chair-zone	0.283582089552239
no	chair	zone	luno	1019_2	88	FALSE	repli_target	1019	chair-zone	0.298507462686567
no	purse	author	neli	1019_2	90	FALSE	repli_target	1019	author-purse	0.328358208955224
no	author	purse	neli	1019_2	92	FALSE	repli_target	1019	author-purse	0.358208955223881
yes	purse	bag	rumi	1019_1	93	FALSE	repli_target	1019	bag-purse	0.373134328358209
no	chair	bag	rumi	1019_2	94	FALSE	repli_target	1019	bag-chair	0.388059701492537
no	purse	author	neli	1019_2	110	FALSE	repli_target	1019	author-purse	0.626865671641791
no	couple	bag	rumi	1019_1	115	FALSE	repli_target	1019	bag-couple	0.701492537313433
no	chair	bag	rumi	1019_2	116	FALSE	repli_target	1019	bag-chair	0.716417910447761
no	author	purse	neli	1019_1	119	FALSE	repli_target	1019	author-purse	0.761194029850746
yes	journey	trip	nuli	1020_2	50	FALSE	repli_baseline	1020	journey-trip	-0.26865671641791
no	fraud	belly	nuli	1020_1	55	FALSE	repli_baseline	1020	belly-fraud	-0.194029850746269
no	journey	area	qeri	1020_1	59	FALSE	repli_baseline	1020	area-journey	-0.134328358208955
no	trip	belly	nuli	1020_2	72	FALSE	repli_baseline	1020	belly-trip	0.0597014925373134
no	area	journey	qeri	1020_2	74	FALSE	repli_baseline	1020	area-journey	0.0895522388059701
no	fraud	abdomen	nema	1020_2	78	FALSE	repli_baseline	1020	abdomen-fraud	0.149253731343284
no	fraud	trip	wosi	1020_1	81	FALSE	repli_baseline	1020	fraud-trip	0.194029850746269
no	journey	area	qeri	1020_2	86	FALSE	repli_baseline	1020	area-journey	0.26865671641791
no	bowl	belly	nuli	1020_1	87	FALSE	repli_baseline	1020	belly-bowl	0.283582089552239
no	maker	trip	wosi	1020_2	88	FALSE	repli_baseline	1020	maker-trip	0.298507462686567
yes	trip	journey	wosi	1020_1	89	FALSE	repli_baseline	1020	journey-trip	0.313432835820896
no	area	journey	qeri	1020_1	91	FALSE	repli_baseline	1020	area-journey	0.343283582089552
yes	journey	trip	wosi	1020_1	95	FALSE	repli_baseline	1020	journey-trip	0.402985074626866
no	abdomen	zone	nema	1020_1	111	FALSE	repli_baseline	1020	abdomen-zone	0.641791044776119
no	trip	zone	wosi	1020_1	117	FALSE	repli_baseline	1020	trip-zone	0.73134328358209
no	maker	zone	wosi	1020_2	118	FALSE	repli_baseline	1020	maker-zone	0.746268656716418
no	journey	area	qeri	1020_1	121	FALSE	repli_baseline	1020	area-journey	0.791044776119403
no	area	journey	qeri	1020_2	126	FALSE	repli_baseline	1020	area-journey	0.865671641791045
no	purse	danger	lasa	1021_2	52	FALSE	repli_target	1021	danger-purse	-0.238805970149254
no	danger	purse	lasa	1021_2	56	FALSE	repli_target	1021	danger-purse	-0.17910447761194
no	article	danger	woqu	1021_2	60	FALSE	repli_target	1021	article-danger	-0.119402985074627
yes	engine	motor	roro	1021_2	62	FALSE	repli_target	1021	engine-motor	-0.0895522388059701
yes	engine	motor	roro	1021_1	65	FALSE	repli_target	1021	engine-motor	-0.0447761194029851
yes	purse	bag	lasa	1021_1	67	FALSE	repli_target	1021	bag-purse	-0.0149253731343284
yes	purse	bag	lasa	1021_2	68	FALSE	repli_target	1021	bag-purse	0
no	article	threat	qiwo	1021_1	69	FALSE	repli_target	1021	article-threat	0.0149253731343284
no	highway	purse	sewa	1021_1	71	FALSE	repli_target	1021	highway-purse	0.0447761194029851
yes	danger	threat	woqu	1021_2	72	FALSE	repli_target	1021	danger-threat	0.0597014925373134
yes	bag	purse	lasa	1021_1	75	FALSE	repli_target	1021	bag-purse	0.104477611940299
yes	threat	danger	woqu	1021_2	76	FALSE	repli_target	1021	danger-threat	0.119402985074627
yes	motor	engine	roro	1021_2	78	FALSE	repli_target	1021	engine-motor	0.149253731343284
yes	engine	motor	roro	1021_2	80	FALSE	repli_target	1021	engine-motor	0.17910447761194
no	article	danger	woqu	1021_1	81	FALSE	repli_target	1021	article-danger	0.194029850746269
yes	bag	purse	lasa	1021_2	88	FALSE	repli_target	1021	bag-purse	0.298507462686567
yes	motor	engine	roro	1021_1	89	FALSE	repli_target	1021	engine-motor	0.313432835820896
yes	motor	engine	roro	1021_2	90	FALSE	repli_target	1021	engine-motor	0.328358208955224
yes	purse	bag	lasa	1021_1	93	FALSE	repli_target	1021	bag-purse	0.373134328358209
yes	purse	bag	lasa	1021_2	94	FALSE	repli_target	1021	bag-purse	0.388059701492537
yes	bag	purse	lasa	1021_1	97	FALSE	repli_target	1021	bag-purse	0.432835820895522
yes	engine	motor	roro	1021_2	98	FALSE	repli_target	1021	engine-motor	0.447761194029851
no	inn	threat	qiwo	1021_2	100	FALSE	repli_target	1021	inn-threat	0.477611940298507
yes	danger	threat	woqu	1021_2	108	FALSE	repli_target	1021	danger-threat	0.597014925373134
yes	threat	danger	qiwo	1021_1	109	FALSE	repli_target	1021	danger-threat	0.611940298507463
yes	engine	motor	roro	1021_1	111	FALSE	repli_target	1021	engine-motor	0.641791044776119
yes	threat	danger	woqu	1021_2	114	FALSE	repli_target	1021	danger-threat	0.686567164179104
no	article	danger	woqu	1021_2	120	FALSE	repli_target	1021	article-danger	0.776119402985075
yes	motor	engine	roro	1021_2	124	FALSE	repli_target	1021	engine-motor	0.835820895522388
yes	purse	bag	lasa	1021_1	125	FALSE	repli_target	1021	bag-purse	0.850746268656716
yes	danger	threat	woqu	1021_2	126	FALSE	repli_target	1021	danger-threat	0.865671641791045
yes	engine	motor	roro	1021_2	128	FALSE	repli_target	1021	engine-motor	0.895522388059702
yes	bag	purse	lasa	1021_1	133	FALSE	repli_target	1021	bag-purse	0.970149253731343
no	article	danger	woqu	1021_1	135	FALSE	repli_target	1021	article-danger	1
no	author	racket	lera	1024_2	48	FALSE	repli_baseline	1024	author-racket	-0.298507462686567
no	author	racket	wume	1024_2	50	FALSE	repli_baseline	1024	author-racket	-0.26865671641791
no	inn	author	qire	1024_2	52	FALSE	repli_baseline	1024	author-inn	-0.238805970149254
no	racket	shore	hoqo	1024_1	53	FALSE	repli_baseline	1024	racket-shore	-0.223880597014925
yes	racket	noise	lera	1024_2	54	FALSE	repli_baseline	1024	noise-racket	-0.208955223880597
no	shore	creator	hoqo	1024_1	57	FALSE	repli_baseline	1024	creator-shore	-0.164179104477612
no	racket	shore	hoqo	1024_2	58	FALSE	repli_baseline	1024	racket-shore	-0.149253731343284
no	inn	creator	qire	1024_1	63	FALSE	repli_baseline	1024	creator-inn	-0.0746268656716418
no	coast	creator	liqi	1024_1	65	FALSE	repli_baseline	1024	coast-creator	-0.0447761194029851
no	racket	shore	wume	1024_2	66	FALSE	repli_baseline	1024	racket-shore	-0.0298507462686567
no	college	author	wume	1024_1	67	FALSE	repli_baseline	1024	author-college	-0.0149253731343284
no	college	creator	liqi	1024_2	68	FALSE	repli_baseline	1024	college-creator	0
