colextarget	copair	meaning	signal	sender	row	isburnin	condition	dyad	meaningpair	row2
no	motor	coast	nafi	11_2	84	FALSE	first_target	11	coast-motor	0.238805970149254
no	second	engine	qeni	11_1	85	FALSE	first_target	11	engine-second	0.253731343283582
no	topic	coast	nafi	11_1	87	FALSE	first_target	11	coast-topic	0.283582089552239
no	second	purse	hopa	11_1	93	FALSE	first_target	11	purse-second	0.373134328358209
no	bag	shore	qeni	11_2	94	FALSE	first_target	11	bag-shore	0.388059701492537
no	second	bag	neqa	11_1	101	FALSE	first_target	11	bag-second	0.492537313432836
no	mob	shore	hune	11_1	103	FALSE	first_target	11	mob-shore	0.522388059701492
no	mob	purse	qumo	11_1	105	FALSE	first_target	11	mob-purse	0.552238805970149
no	topic	motor	hopa	11_2	106	FALSE	first_target	11	motor-topic	0.567164179104478
no	shore	engine	qeni	11_2	110	FALSE	first_target	11	engine-shore	0.626865671641791
yes	coast	shore	hune	11_2	112	FALSE	first_target	11	coast-shore	0.656716417910448
no	engine	purse	qeni	11_1	113	FALSE	first_target	11	engine-purse	0.671641791044776
no	purse	engine	qeni	11_1	115	FALSE	first_target	11	engine-purse	0.701492537313433
no	mob	bag	qumo	11_2	118	FALSE	first_target	11	bag-mob	0.746268656716418
no	second	purse	qumo	11_1	119	FALSE	first_target	11	purse-second	0.761194029850746
no	mob	motor	hopa	11_2	122	FALSE	first_target	11	mob-motor	0.805970149253731
no	mob	motor	hopa	11_1	123	FALSE	first_target	11	mob-motor	0.82089552238806
no	motor	purse	hopa	11_2	126	FALSE	first_target	11	motor-purse	0.865671641791045
no	shore	purse	hune	11_1	133	FALSE	first_target	11	purse-shore	0.970149253731343
no	justice	zone	hana	12_2	46	FALSE	first_baseline	12	justice-zone	-0.328358208955224
yes	zone	area	hana	12_2	50	FALSE	first_baseline	12	area-zone	-0.26865671641791
yes	area	zone	hana	12_2	52	FALSE	first_baseline	12	area-zone	-0.238805970149254
yes	style	fashion	lipo	12_1	59	FALSE	first_baseline	12	fashion-style	-0.134328358208955
yes	style	fashion	lipo	12_2	60	FALSE	first_baseline	12	fashion-style	-0.119402985074627
no	rain	zone	neri	12_1	63	FALSE	first_baseline	12	rain-zone	-0.0746268656716418
yes	fashion	style	lipo	12_1	67	FALSE	first_baseline	12	fashion-style	-0.0149253731343284
yes	zone	area	hana	12_2	68	FALSE	first_baseline	12	area-zone	0
no	fashion	drizzle	qiqi	12_2	72	FALSE	first_baseline	12	drizzle-fashion	0.0597014925373134
yes	fashion	style	lipo	12_2	74	FALSE	first_baseline	12	fashion-style	0.0895522388059701
yes	style	fashion	lipo	12_2	76	FALSE	first_baseline	12	fashion-style	0.119402985074627
no	zone	rain	neri	12_1	83	FALSE	first_baseline	12	rain-zone	0.223880597014925
no	justice	zone	hana	12_1	87	FALSE	first_baseline	12	justice-zone	0.283582089552239
no	justice	zone	hana	12_1	93	FALSE	first_baseline	12	justice-zone	0.373134328358209
yes	area	zone	hana	12_2	96	FALSE	first_baseline	12	area-zone	0.417910447761194
no	zone	fashion	hana	12_2	104	FALSE	first_baseline	12	fashion-zone	0.537313432835821
no	justice	area	hana	12_1	113	FALSE	first_baseline	12	area-justice	0.671641791044776
yes	style	fashion	lipo	12_1	115	FALSE	first_baseline	12	fashion-style	0.701492537313433
yes	fashion	style	lipo	12_2	116	FALSE	first_baseline	12	fashion-style	0.716417910447761
yes	style	fashion	lipo	12_2	118	FALSE	first_baseline	12	fashion-style	0.746268656716418
no	fashion	zone	hana	12_2	122	FALSE	first_baseline	12	fashion-zone	0.805970149253731
yes	zone	area	hana	12_2	128	FALSE	first_baseline	12	area-zone	0.895522388059702
yes	area	zone	hana	12_2	130	FALSE	first_baseline	12	area-zone	0.925373134328358
no	safety	shore	mupa	13_2	46	FALSE	first_target	13	safety-shore	-0.328358208955224
yes	couple	pair	tuso	13_2	48	FALSE	first_target	13	couple-pair	-0.298507462686567
yes	pair	couple	tuso	13_2	52	FALSE	first_target	13	couple-pair	-0.238805970149254
yes	pair	couple	tuso	13_1	55	FALSE	first_target	13	couple-pair	-0.194029850746269
no	school	author	fehu	13_2	56	FALSE	first_target	13	author-school	-0.17910447761194
yes	shore	coast	napu	13_1	61	FALSE	first_target	13	coast-shore	-0.104477611940299
yes	coast	shore	napu	13_1	63	FALSE	first_target	13	coast-shore	-0.0746268656716418
yes	creator	author	hipi	13_1	69	FALSE	first_target	13	author-creator	0.0149253731343284
yes	author	creator	hipi	13_2	70	FALSE	first_target	13	author-creator	0.0298507462686567
no	shore	author	mupa	13_2	72	FALSE	first_target	13	author-shore	0.0597014925373134
yes	shore	coast	napu	13_1	81	FALSE	first_target	13	coast-shore	0.194029850746269
no	safety	shore	mupa	13_1	83	FALSE	first_target	13	safety-shore	0.223880597014925
yes	couple	pair	tuso	13_2	88	FALSE	first_target	13	couple-pair	0.298507462686567
yes	couple	pair	tuso	13_1	89	FALSE	first_target	13	couple-pair	0.313432835820896
yes	author	creator	hipi	13_1	91	FALSE	first_target	13	author-creator	0.343283582089552
no	cent	author	qawi	13_2	96	FALSE	first_target	13	author-cent	0.417910447761194
yes	shore	coast	napu	13_2	98	FALSE	first_target	13	coast-shore	0.447761194029851
yes	creator	author	hipi	13_1	99	FALSE	first_target	13	author-creator	0.462686567164179
no	safety	coast	fehu	13_2	102	FALSE	first_target	13	coast-safety	0.507462686567164
no	code	creator	wiqo	13_1	103	FALSE	first_target	13	code-creator	0.522388059701492
no	coast	author	napu	13_2	104	FALSE	first_target	13	author-coast	0.537313432835821
no	code	pair	tuso	13_2	108	FALSE	first_target	13	code-pair	0.597014925373134
no	code	couple	tuso	13_1	109	FALSE	first_target	13	code-couple	0.611940298507463
no	coast	author	fehu	13_2	110	FALSE	first_target	13	author-coast	0.626865671641791
yes	pair	couple	tuso	13_2	112	FALSE	first_target	13	couple-pair	0.656716417910448
no	author	coast	napu	13_2	116	FALSE	first_target	13	author-coast	0.716417910447761
yes	couple	pair	tuso	13_1	123	FALSE	first_target	13	couple-pair	0.82089552238806
yes	couple	pair	tuso	13_2	128	FALSE	first_target	13	couple-pair	0.895522388059702
yes	coast	shore	napu	13_2	134	FALSE	first_target	13	coast-shore	0.985074626865672
yes	abdomen	belly	qama	14_2	54	FALSE	first_baseline	14	abdomen-belly	-0.208955223880597
yes	area	zone	funu	14_1	57	FALSE	first_baseline	14	area-zone	-0.164179104477612
yes	zone	area	funu	14_1	61	FALSE	first_baseline	14	area-zone	-0.104477611940299
no	partner	abdomen	qama	14_2	66	FALSE	first_baseline	14	abdomen-partner	-0.0298507462686567
no	partner	abdomen	qama	14_1	67	FALSE	first_baseline	14	abdomen-partner	-0.0149253731343284
no	victor	journey	huwo	14_1	71	FALSE	first_baseline	14	journey-victor	0.0447761194029851
no	victor	area	funu	14_2	78	FALSE	first_baseline	14	area-victor	0.149253731343284
no	pupil	trip	sapi	14_2	80	FALSE	first_baseline	14	pupil-trip	0.17910447761194
yes	area	zone	funu	14_1	81	FALSE	first_baseline	14	area-zone	0.194029850746269
yes	abdomen	belly	qama	14_1	83	FALSE	first_baseline	14	abdomen-belly	0.223880597014925
yes	belly	abdomen	qama	14_1	85	FALSE	first_baseline	14	abdomen-belly	0.253731343283582
yes	abdomen	belly	qama	14_2	86	FALSE	first_baseline	14	abdomen-belly	0.26865671641791
no	victor	area	funu	14_2	88	FALSE	first_baseline	14	area-victor	0.298507462686567
yes	abdomen	belly	qama	14_1	89	FALSE	first_baseline	14	abdomen-belly	0.313432835820896
yes	belly	abdomen	qama	14_1	91	FALSE	first_baseline	14	abdomen-belly	0.343283582089552
yes	abdomen	belly	qama	14_1	99	FALSE	first_baseline	14	abdomen-belly	0.462686567164179
yes	journey	trip	huwo	14_2	102	FALSE	first_baseline	14	journey-trip	0.507462686567164
no	belly	zone	qama	14_2	104	FALSE	first_baseline	14	belly-zone	0.537313432835821
yes	zone	area	funu	14_1	105	FALSE	first_baseline	14	area-zone	0.552238805970149
no	zone	abdomen	qama	14_2	106	FALSE	first_baseline	14	abdomen-zone	0.567164179104478
yes	abdomen	belly	qama	14_2	108	FALSE	first_baseline	14	abdomen-belly	0.597014925373134
yes	belly	abdomen	qama	14_1	109	FALSE	first_baseline	14	abdomen-belly	0.611940298507463
no	victor	journey	huwo	14_1	111	FALSE	first_baseline	14	journey-victor	0.641791044776119
no	pupil	zone	muqi	14_1	113	FALSE	first_baseline	14	pupil-zone	0.671641791044776
yes	area	zone	funu	14_2	120	FALSE	first_baseline	14	area-zone	0.776119402985075
no	belly	zone	qama	14_2	124	FALSE	first_baseline	14	belly-zone	0.835820895522388
yes	abdomen	belly	qama	14_1	127	FALSE	first_baseline	14	abdomen-belly	0.880597014925373
no	pupil	journey	muqi	14_2	130	FALSE	first_baseline	14	journey-pupil	0.925373134328358
no	victor	zone	funu	14_2	134	FALSE	first_baseline	14	victor-zone	0.985074626865672
yes	threat	danger	fuma	16_2	46	FALSE	first_baseline	16	danger-threat	-0.328358208955224
no	lens	pair	hini	16_1	51	FALSE	first_baseline	16	lens-pair	-0.253731343283582
yes	pair	couple	hini	16_2	52	FALSE	first_baseline	16	couple-pair	-0.238805970149254
yes	danger	threat	fuma	16_2	54	FALSE	first_baseline	16	danger-threat	-0.208955223880597
yes	author	creator	hequ	16_2	56	FALSE	first_baseline	16	author-creator	-0.17910447761194
yes	pair	couple	hini	16_1	57	FALSE	first_baseline	16	couple-pair	-0.164179104477612
no	author	couple	mewa	16_1	59	FALSE	first_baseline	16	author-couple	-0.134328358208955
yes	threat	danger	fuma	16_1	63	FALSE	first_baseline	16	danger-threat	-0.0746268656716418
no	lens	couple	hini	16_1	67	FALSE	first_baseline	16	couple-lens	-0.0149253731343284
yes	creator	author	wafu	16_2	68	FALSE	first_baseline	16	author-creator	0
yes	danger	threat	fuma	16_1	69	FALSE	first_baseline	16	danger-threat	0.0149253731343284
no	tongue	author	wafu	16_1	73	FALSE	first_baseline	16	author-tongue	0.0746268656716418
yes	couple	pair	hini	16_1	75	FALSE	first_baseline	16	couple-pair	0.104477611940299
yes	threat	danger	fuma	16_1	77	FALSE	first_baseline	16	danger-threat	0.134328358208955
no	lens	couple	hini	16_2	80	FALSE	first_baseline	16	couple-lens	0.17910447761194
no	couple	creator	mewa	16_1	83	FALSE	first_baseline	16	couple-creator	0.223880597014925
no	lens	pair	hini	16_1	87	FALSE	first_baseline	16	lens-pair	0.283582089552239
no	lens	couple	hini	16_2	94	FALSE	first_baseline	16	couple-lens	0.388059701492537
no	lens	pair	hini	16_2	98	FALSE	first_baseline	16	lens-pair	0.447761194029851
no	tongue	creator	mewa	16_2	100	FALSE	first_baseline	16	creator-tongue	0.477611940298507
yes	threat	danger	fuma	16_2	102	FALSE	first_baseline	16	danger-threat	0.507462686567164
yes	danger	threat	fuma	16_1	107	FALSE	first_baseline	16	danger-threat	0.582089552238806
yes	pair	couple	hini	16_2	108	FALSE	first_baseline	16	couple-pair	0.597014925373134
no	lens	pair	hini	16_1	109	FALSE	first_baseline	16	lens-pair	0.611940298507463
yes	danger	threat	fuma	16_2	114	FALSE	first_baseline	16	danger-threat	0.686567164179104
yes	threat	danger	fuma	16_1	115	FALSE	first_baseline	16	danger-threat	0.701492537313433
no	lens	couple	hini	16_2	118	FALSE	first_baseline	16	couple-lens	0.746268656716418
yes	creator	author	hequ	16_2	126	FALSE	first_baseline	16	author-creator	0.865671641791045
no	tongue	author	hequ	16_1	127	FALSE	first_baseline	16	author-tongue	0.880597014925373
yes	threat	danger	fuma	16_2	132	FALSE	first_baseline	16	danger-threat	0.955223880597015
yes	couple	pair	hini	16_2	134	FALSE	first_baseline	16	couple-pair	0.985074626865672
yes	danger	threat	qiwi	17_2	48	FALSE	first_target	17	danger-threat	-0.298507462686567
yes	motor	engine	qoro	17_2	50	FALSE	first_target	17	engine-motor	-0.26865671641791
no	legion	style	wune	17_1	53	FALSE	first_target	17	legion-style	-0.223880597014925
no	legion	threat	qiwi	17_1	55	FALSE	first_target	17	legion-threat	-0.194029850746269
yes	engine	motor	qoro	17_2	58	FALSE	first_target	17	engine-motor	-0.149253731343284
no	lawyer	threat	rito	17_2	60	FALSE	first_target	17	lawyer-threat	-0.119402985074627
no	legion	engine	wune	17_1	65	FALSE	first_target	17	engine-legion	-0.0447761194029851
no	grade	fashion	wehu	17_2	66	FALSE	first_target	17	fashion-grade	-0.0298507462686567
no	grade	style	nira	17_1	67	FALSE	first_target	17	grade-style	-0.0149253731343284
no	engine	style	wune	17_1	73	FALSE	first_target	17	engine-style	0.0746268656716418
yes	motor	engine	qoro	17_1	77	FALSE	first_target	17	engine-motor	0.134328358208955
yes	motor	engine	qoro	17_2	78	FALSE	first_target	17	engine-motor	0.149253731343284
no	grade	danger	rito	17_1	83	FALSE	first_target	17	danger-grade	0.223880597014925
no	grade	style	rito	17_2	88	FALSE	first_target	17	grade-style	0.298507462686567
no	grade	danger	rito	17_1	89	FALSE	first_target	17	danger-grade	0.313432835820896
yes	engine	motor	qoro	17_2	92	FALSE	first_target	17	engine-motor	0.358208955223881
no	card	style	nira	17_1	95	FALSE	first_target	17	card-style	0.402985074626866
no	lawyer	threat	qiwi	17_1	97	FALSE	first_target	17	lawyer-threat	0.432835820895522
yes	engine	motor	qoro	17_1	99	FALSE	first_target	17	engine-motor	0.462686567164179
no	lawyer	threat	qiwi	17_2	102	FALSE	first_target	17	lawyer-threat	0.507462686567164
yes	threat	danger	qiwi	17_1	105	FALSE	first_target	17	danger-threat	0.552238805970149
no	danger	style	reri	17_2	108	FALSE	first_target	17	danger-style	0.597014925373134
yes	danger	threat	qiwi	17_1	109	FALSE	first_target	17	danger-threat	0.611940298507463
no	lawyer	engine	qiwi	17_2	110	FALSE	first_target	17	engine-lawyer	0.626865671641791
no	grade	engine	rito	17_2	114	FALSE	first_target	17	engine-grade	0.686567164179104
yes	threat	danger	qiwi	17_1	115	FALSE	first_target	17	danger-threat	0.701492537313433
no	engine	threat	qiwi	17_2	116	FALSE	first_target	17	engine-threat	0.716417910447761
no	lawyer	style	qiwi	17_2	122	FALSE	first_target	17	lawyer-style	0.805970149253731
no	style	danger	qiwi	17_2	124	FALSE	first_target	17	danger-style	0.835820895522388
no	legion	engine	wune	17_1	125	FALSE	first_target	17	engine-legion	0.850746268656716
no	threat	motor	riho	19_2	48	FALSE	first_target	19	motor-threat	-0.298507462686567
yes	bag	purse	fepu	19_2	50	FALSE	first_target	19	bag-purse	-0.26865671641791
yes	purse	bag	fepu	19_1	51	FALSE	first_target	19	bag-purse	-0.253731343283582
no	engine	threat	nipe	19_1	53	FALSE	first_target	19	engine-threat	-0.223880597014925
yes	purse	bag	fepu	19_2	54	FALSE	first_target	19	bag-purse	-0.208955223880597
yes	engine	motor	silu	19_2	56	FALSE	first_target	19	engine-motor	-0.17910447761194
no	winter	danger	reme	19_2	58	FALSE	first_target	19	danger-winter	-0.149253731343284
yes	bag	purse	fepu	19_1	59	FALSE	first_target	19	bag-purse	-0.134328358208955
yes	threat	danger	nipe	19_1	61	FALSE	first_target	19	danger-threat	-0.104477611940299
yes	danger	threat	reme	19_2	64	FALSE	first_target	19	danger-threat	-0.0597014925373134
no	purse	engine	quni	19_1	67	FALSE	first_target	19	engine-purse	-0.0149253731343284
no	winter	threat	nipe	19_1	69	FALSE	first_target	19	threat-winter	0.0149253731343284
yes	engine	motor	quni	19_1	71	FALSE	first_target	19	engine-motor	0.0447761194029851
no	brother	engine	quni	19_1	77	FALSE	first_target	19	brother-engine	0.134328358208955
no	brother	engine	quni	19_2	78	FALSE	first_target	19	brother-engine	0.149253731343284
yes	threat	danger	nipe	19_1	83	FALSE	first_target	19	danger-threat	0.223880597014925
yes	bag	purse	fepu	19_2	84	FALSE	first_target	19	bag-purse	0.238805970149254
yes	threat	danger	reme	19_2	86	FALSE	first_target	19	danger-threat	0.26865671641791
no	winter	danger	reme	19_1	87	FALSE	first_target	19	danger-winter	0.283582089552239
no	brother	engine	quni	19_1	91	FALSE	first_target	19	brother-engine	0.343283582089552
no	winter	threat	riho	19_1	95	FALSE	first_target	19	threat-winter	0.402985074626866
yes	danger	threat	reme	19_2	96	FALSE	first_target	19	danger-threat	0.417910447761194
no	brother	engine	quni	19_1	97	FALSE	first_target	19	brother-engine	0.432835820895522
no	brother	motor	quni	19_2	100	FALSE	first_target	19	brother-motor	0.477611940298507
no	motor	bag	silu	19_1	103	FALSE	first_target	19	bag-motor	0.522388059701492
yes	danger	threat	reme	19_1	105	FALSE	first_target	19	danger-threat	0.552238805970149
yes	purse	bag	fepu	19_1	109	FALSE	first_target	19	bag-purse	0.611940298507463
yes	bag	purse	fepu	19_1	111	FALSE	first_target	19	bag-purse	0.641791044776119
yes	threat	danger	reme	19_2	112	FALSE	first_target	19	danger-threat	0.656716417910448
no	bag	motor	silu	19_1	115	FALSE	first_target	19	bag-motor	0.701492537313433
yes	purse	bag	fepu	19_2	116	FALSE	first_target	19	bag-purse	0.716417910447761
yes	threat	danger	reme	19_1	117	FALSE	first_target	19	danger-threat	0.73134328358209
no	highway	motor	silu	19_2	122	FALSE	first_target	19	highway-motor	0.805970149253731
yes	motor	engine	silu	19_2	124	FALSE	first_target	19	engine-motor	0.835820895522388
no	motor	threat	riho	19_2	130	FALSE	first_target	19	motor-threat	0.925373134328358
no	highway	bag	silu	19_1	131	FALSE	first_target	19	bag-highway	0.940298507462687
no	highway	motor	silu	19_1	135	FALSE	first_target	19	highway-motor	1
no	code	purse	qari	20_2	48	FALSE	first_baseline	20	code-purse	-0.298507462686567
no	code	bag	qari	20_1	49	FALSE	first_baseline	20	bag-code	-0.283582089552239
no	people	creator	wana	20_2	50	FALSE	first_baseline	20	creator-people	-0.26865671641791
no	author	danger	niwe	20_2	54	FALSE	first_baseline	20	author-danger	-0.208955223880597
no	people	bag	suti	20_1	55	FALSE	first_baseline	20	bag-people	-0.194029850746269
no	danger	author	niwe	20_2	62	FALSE	first_baseline	20	author-danger	-0.0895522388059701
no	people	creator	wana	20_1	67	FALSE	first_baseline	20	creator-people	-0.0149253731343284
no	purse	threat	lili	20_2	68	FALSE	first_baseline	20	purse-threat	0
no	bag	threat	qari	20_1	73	FALSE	first_baseline	20	bag-threat	0.0746268656716418
no	people	threat	qari	20_2	74	FALSE	first_baseline	20	people-threat	0.0895522388059701
yes	threat	danger	qari	20_1	77	FALSE	first_baseline	20	danger-threat	0.134328358208955
yes	author	creator	niwe	20_2	78	FALSE	first_baseline	20	author-creator	0.149253731343284
no	people	purse	wana	20_2	80	FALSE	first_baseline	20	people-purse	0.17910447761194
yes	creator	author	niwe	20_2	84	FALSE	first_baseline	20	author-creator	0.238805970149254
yes	threat	danger	qari	20_2	86	FALSE	first_baseline	20	danger-threat	0.26865671641791
no	purse	threat	wana	20_2	96	FALSE	first_baseline	20	purse-threat	0.417910447761194
yes	bag	purse	homa	20_1	101	FALSE	first_baseline	20	bag-purse	0.492537313432836
yes	author	creator	niwe	20_2	102	FALSE	first_baseline	20	author-creator	0.507462686567164
no	mayor	bag	homa	20_2	106	FALSE	first_baseline	20	bag-mayor	0.567164179104478
yes	author	creator	niwe	20_1	107	FALSE	first_baseline	20	author-creator	0.582089552238806
yes	bag	purse	homa	20_2	110	FALSE	first_baseline	20	bag-purse	0.626865671641791
yes	danger	threat	qari	20_1	117	FALSE	first_baseline	20	danger-threat	0.73134328358209
no	threat	purse	wana	20_2	118	FALSE	first_baseline	20	purse-threat	0.746268656716418
yes	danger	threat	qari	20_2	126	FALSE	first_baseline	20	danger-threat	0.865671641791045
yes	creator	author	niwe	20_2	128	FALSE	first_baseline	20	author-creator	0.895522388059702
yes	author	creator	niwe	20_2	134	FALSE	first_baseline	20	author-creator	0.985074626865672
yes	threat	danger	qari	20_1	135	FALSE	first_baseline	20	danger-threat	1
no	threat	engine	ruqi	21_2	48	FALSE	first_target	21	engine-threat	-0.298507462686567
yes	danger	threat	nire	21_1	49	FALSE	first_target	21	danger-threat	-0.283582089552239
no	engine	danger	nire	21_2	50	FALSE	first_target	21	danger-engine	-0.26865671641791
